Titulo,Type,SJR (Cuartil),H_Index,Link
Biocatalysis and Agricultural Biotechnology,journal,Q1,70,https://www.scimagojr.com/journalsearch.php?q=21100197945&tip=sid&clean=0
Cancer Nanotechnology,journal,Q2,36,https://www.scimagojr.com/journalsearch.php?q=19700173005&tip=sid&clean=0
Communication Review,journal,Q1,35,https://www.scimagojr.com/journalsearch.php?q=5600155020&tip=sid&clean=0
Diamond and Related Materials,journal,Q2,126,https://www.scimagojr.com/journalsearch.php?q=24680&tip=sid&clean=0
Expert Review of Pharmacoeconomics and Outcomes Research,journal,Q2,61,https://www.scimagojr.com/journalsearch.php?q=21371&tip=sid&clean=0
International Journal of Paleopathology,journal,Q1,36,https://www.scimagojr.com/journalsearch.php?q=19900193970&tip=sid&clean=0
Journal of Breast Cancer,journal,Q3,48,https://www.scimagojr.com/journalsearch.php?q=19400157274&tip=sid&clean=0
Journal of Documentation,journal,Q1,72,https://www.scimagojr.com/journalsearch.php?q=12794&tip=sid&clean=0
"Journal of Human, Earth, and Future",journal,Q1,13,https://www.scimagojr.com/journalsearch.php?q=21101120348&tip=sid&clean=0
Journal of Macroeconomics,journal,Q2,60,https://www.scimagojr.com/journalsearch.php?q=20091&tip=sid&clean=0
Journal of Texture Studies,journal,Q2,66,https://www.scimagojr.com/journalsearch.php?q=20634&tip=sid&clean=0
Journal of Trace Elements in Medicine and Biology,journal,Q1,92,https://www.scimagojr.com/journalsearch.php?q=29664&tip=sid&clean=0
Journal of Visual Communication and Image Representation,journal,Q1,96,https://www.scimagojr.com/journalsearch.php?q=25592&tip=sid&clean=0
Journal of Zoology,journal,Q1,109,https://www.scimagojr.com/journalsearch.php?q=22608&tip=sid&clean=0
Materials Today Communications,journal,Q2,55,https://www.scimagojr.com/journalsearch.php?q=21100369777&tip=sid&clean=0
Perspectives in Psychiatric Care,journal,Q2,46,https://www.scimagojr.com/journalsearch.php?q=29343&tip=sid&clean=0
Prostaglandins and Other Lipid Mediators,journal,Q2,86,https://www.scimagojr.com/journalsearch.php?q=110174&tip=sid&clean=0
Seminars in Hearing,journal,Q1,33,https://www.scimagojr.com/journalsearch.php?q=14366&tip=sid&clean=0
Archives of Physiotherapy,journal,Q2,17,https://www.scimagojr.com/journalsearch.php?q=21101095935&tip=sid&clean=0
Cultural Sociology,journal,Q1,44,https://www.scimagojr.com/journalsearch.php?q=6300153126&tip=sid&clean=0
Current Protocols in Pharmacology,journal,Q2,39,https://www.scimagojr.com/journalsearch.php?q=21100198011&tip=sid&clean=0
Dyslexia,journal,Q2,62,https://www.scimagojr.com/journalsearch.php?q=22029&tip=sid&clean=0
Earth Interactions,journal,Q1,45,https://www.scimagojr.com/journalsearch.php?q=19600166216&tip=sid&clean=0
Energetic Materials Frontiers,journal,Q2,17,https://www.scimagojr.com/journalsearch.php?q=21101080423&tip=sid&clean=0
Heart Lung and Circulation,journal,Q2,60,https://www.scimagojr.com/journalsearch.php?q=23235&tip=sid&clean=0
Journal of Asia Business Studies,journal,Q1,33,https://www.scimagojr.com/journalsearch.php?q=21100385808&tip=sid&clean=0
Journal of Computational Science,journal,Q2,65,https://www.scimagojr.com/journalsearch.php?q=19700174607&tip=sid&clean=0
Journal of Cross-Cultural Gerontology,journal,Q2,52,https://www.scimagojr.com/journalsearch.php?q=29196&tip=sid&clean=0
Journal of Pediatric and Adolescent Gynecology,journal,Q2,70,https://www.scimagojr.com/journalsearch.php?q=15113&tip=sid&clean=0
Nanomedicine,journal,Q1,135,https://www.scimagojr.com/journalsearch.php?q=6100152802&tip=sid&clean=0
Numerical Mathematics,journal,Q2,26,https://www.scimagojr.com/journalsearch.php?q=19900193816&tip=sid&clean=0
Research in the Teaching of English,journal,Q1,47,https://www.scimagojr.com/journalsearch.php?q=22614&tip=sid&clean=0
"Air, Soil and Water Research",journal,Q2,22,https://www.scimagojr.com/journalsearch.php?q=19900192585&tip=sid&clean=0
Comptes Rendus Mathematique,journal,Q2,71,https://www.scimagojr.com/journalsearch.php?q=24095&tip=sid&clean=0
Dyes and Pigments,journal,Q2,142,https://www.scimagojr.com/journalsearch.php?q=23502&tip=sid&clean=0
Education Sciences,journal,Q2,53,https://www.scimagojr.com/journalsearch.php?q=21100897500&tip=sid&clean=0
Integrative Systematics,journal,Q1,6,https://www.scimagojr.com/journalsearch.php?q=21101060315&tip=sid&clean=0
International Journal of Pressure Vessels and Piping,journal,Q2,91,https://www.scimagojr.com/journalsearch.php?q=20453&tip=sid&clean=0
Journal of Chemical Neuroanatomy,journal,Q3,87,https://www.scimagojr.com/journalsearch.php?q=16670&tip=sid&clean=0
Journal of Clinical and Translational Science,journal,Q2,14,https://www.scimagojr.com/journalsearch.php?q=21100947283&tip=sid&clean=0
"Journal of Law, Medicine and Ethics",journal,Q1,66,https://www.scimagojr.com/journalsearch.php?q=16244&tip=sid&clean=0
Scandinavian Journal of Gastroenterology,journal,Q2,129,https://www.scimagojr.com/journalsearch.php?q=25364&tip=sid&clean=0
Social Work in Public Health,journal,Q2,38,https://www.scimagojr.com/journalsearch.php?q=11600153420&tip=sid&clean=0
Biosensors and Bioelectronics: X,journal,Q2,17,https://www.scimagojr.com/journalsearch.php?q=21100923492&tip=sid&clean=0
Canadian Journal of Philosophy,journal,Q1,36,https://www.scimagojr.com/journalsearch.php?q=22730&tip=sid&clean=0
IET Energy Systems Integration,journal,Q1,19,https://www.scimagojr.com/journalsearch.php?q=21101059924&tip=sid&clean=0
Journal of Bioenergetics and Biomembranes,journal,Q2,104,https://www.scimagojr.com/journalsearch.php?q=17590&tip=sid&clean=0
Journal of Immunotherapy and Precision Oncology,journal,Q3,9,https://www.scimagojr.com/journalsearch.php?q=21101039808&tip=sid&clean=0
Magnetic Resonance,journal,Q2,9,https://www.scimagojr.com/journalsearch.php?q=21101090041&tip=sid&clean=0
Psychogeriatrics,journal,Q2,43,https://www.scimagojr.com/journalsearch.php?q=200147105&tip=sid&clean=0
Shape Memory and Superelasticity,journal,Q2,31,https://www.scimagojr.com/journalsearch.php?q=21100924764&tip=sid&clean=0
Social Psychology,journal,Q1,47,https://www.scimagojr.com/journalsearch.php?q=19700188900&tip=sid&clean=0
Space Policy,journal,Q1,29,https://www.scimagojr.com/journalsearch.php?q=12915&tip=sid&clean=0
Annals of Work Exposures and Health,journal,Q2,89,https://www.scimagojr.com/journalsearch.php?q=21100821119&tip=sid&clean=0
Chemometrics and Intelligent Laboratory Systems,journal,Q2,144,https://www.scimagojr.com/journalsearch.php?q=24595&tip=sid&clean=0
Developmental and Comparative Immunology,journal,Q3,132,https://www.scimagojr.com/journalsearch.php?q=20775&tip=sid&clean=0
Diagnostics,journal,Q2,65,https://www.scimagojr.com/journalsearch.php?q=21100852989&tip=sid&clean=0
Economic Anthropology,journal,Q1,14,https://www.scimagojr.com/journalsearch.php?q=21101101248&tip=sid&clean=0
Electrochem,journal,Q2,18,https://www.scimagojr.com/journalsearch.php?q=21101172262&tip=sid&clean=0
European Cytokine Network,journal,Q2,70,https://www.scimagojr.com/journalsearch.php?q=22100&tip=sid&clean=0
Hastings Center Report,journal,Q1,72,https://www.scimagojr.com/journalsearch.php?q=13318&tip=sid&clean=0
Indoor and Built Environment,journal,Q2,58,https://www.scimagojr.com/journalsearch.php?q=20832&tip=sid&clean=0
International Journal of Immunogenetics,journal,Q2,49,https://www.scimagojr.com/journalsearch.php?q=18893&tip=sid&clean=0
Journal of Membrane Biology,journal,Q2,105,https://www.scimagojr.com/journalsearch.php?q=18569&tip=sid&clean=0
Language and Communication,journal,Q1,52,https://www.scimagojr.com/journalsearch.php?q=23083&tip=sid&clean=0
Organisms Diversity and Evolution,journal,Q2,53,https://www.scimagojr.com/journalsearch.php?q=12956&tip=sid&clean=0
Petroleum Geoscience,journal,Q1,67,https://www.scimagojr.com/journalsearch.php?q=25738&tip=sid&clean=0
Phytochemistry,journal,Q1,205,https://www.scimagojr.com/journalsearch.php?q=16534&tip=sid&clean=0
Reviews in Mathematical Physics,journal,Q2,56,https://www.scimagojr.com/journalsearch.php?q=29716&tip=sid&clean=0
Social Network Analysis and Mining,journal,Q1,48,https://www.scimagojr.com/journalsearch.php?q=19700177337&tip=sid&clean=0
Spatial and Spatio-temporal Epidemiology,journal,Q1,34,https://www.scimagojr.com/journalsearch.php?q=19700167025&tip=sid&clean=0
Australian Psychologist,journal,Q1,57,https://www.scimagojr.com/journalsearch.php?q=12084&tip=sid&clean=0
BMC Neuroscience,journal,Q3,112,https://www.scimagojr.com/journalsearch.php?q=23358&tip=sid&clean=0
"BMC Sports Science, Medicine and Rehabilitation",journal,Q2,34,https://www.scimagojr.com/journalsearch.php?q=21100397361&tip=sid&clean=0
European Journal of Medical Genetics,journal,Q2,64,https://www.scimagojr.com/journalsearch.php?q=130005&tip=sid&clean=0
Journal for Nature Conservation,journal,Q2,62,https://www.scimagojr.com/journalsearch.php?q=23324&tip=sid&clean=0
Journal of Music Therapy,journal,Q1,58,https://www.scimagojr.com/journalsearch.php?q=16805&tip=sid&clean=0
Photochemistry and Photobiology,journal,Q2,146,https://www.scimagojr.com/journalsearch.php?q=27010&tip=sid&clean=0
"Proceedings of the ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming, PPOPP",conference and proceedings,No disponible,68,https://www.scimagojr.com/journalsearch.php?q=57354&tip=sid&clean=0
Quaternary International,journal,Q2,125,https://www.scimagojr.com/journalsearch.php?q=25776&tip=sid&clean=0
Arthropod Structure and Development,journal,Q1,70,https://www.scimagojr.com/journalsearch.php?q=19156&tip=sid&clean=0
Bulletin of Environmental Contamination and Toxicology,journal,Q2,86,https://www.scimagojr.com/journalsearch.php?q=24624&tip=sid&clean=0
Bulletin of the Chemical Society of Japan,journal,Q2,106,https://www.scimagojr.com/journalsearch.php?q=23345&tip=sid&clean=0
COPD: Journal of Chronic Obstructive Pulmonary Disease,journal,Q2,73,https://www.scimagojr.com/journalsearch.php?q=130077&tip=sid&clean=0
Drug Discovery Today: Disease Models,journal,Q2,33,https://www.scimagojr.com/journalsearch.php?q=144963&tip=sid&clean=0
European Journal of Cancer Prevention,journal,Q2,88,https://www.scimagojr.com/journalsearch.php?q=29763&tip=sid&clean=0
European Journal of Futures Research,journal,Q1,25,https://www.scimagojr.com/journalsearch.php?q=21100850750&tip=sid&clean=0
Evidence and Policy,journal,Q1,43,https://www.scimagojr.com/journalsearch.php?q=3900148210&tip=sid&clean=0
Frontiers in Sports and Active Living,journal,Q1,21,https://www.scimagojr.com/journalsearch.php?q=21101063028&tip=sid&clean=0
Fungal Ecology,journal,Q2,73,https://www.scimagojr.com/journalsearch.php?q=95143&tip=sid&clean=0
Journal of Educational Data Mining,journal,Q2,9,https://www.scimagojr.com/journalsearch.php?q=21101042013&tip=sid&clean=0
Journal of Mental Health Research in Intellectual Disabilities,journal,Q2,31,https://www.scimagojr.com/journalsearch.php?q=19700194017&tip=sid&clean=0
Journal of Non-Equilibrium Thermodynamics,journal,Q2,43,https://www.scimagojr.com/journalsearch.php?q=13784&tip=sid&clean=0
Molecular Vision,journal,Q2,104,https://www.scimagojr.com/journalsearch.php?q=14174&tip=sid&clean=0
Research on Social Work Practice,journal,Q1,75,https://www.scimagojr.com/journalsearch.php?q=16907&tip=sid&clean=0
Accounting Forum,journal,Q2,60,https://www.scimagojr.com/journalsearch.php?q=145078&tip=sid&clean=0
Comprehensive Results in Social Psychology,journal,Q2,15,https://www.scimagojr.com/journalsearch.php?q=21100887623&tip=sid&clean=0
Consumer Behavior in Tourism and Hospitality,journal,Q1,45,https://www.scimagojr.com/journalsearch.php?q=21101131421&tip=sid&clean=0
Indian Journal of Pediatrics,journal,Q2,64,https://www.scimagojr.com/journalsearch.php?q=15028&tip=sid&clean=0
Journal of Accounting in Emerging Economies,journal,Q1,27,https://www.scimagojr.com/journalsearch.php?q=21100899300&tip=sid&clean=0
Journal of the Intensive Care Society,journal,Q1,26,https://www.scimagojr.com/journalsearch.php?q=19700174630&tip=sid&clean=0
Natural Language Engineering,journal,Q1,63,https://www.scimagojr.com/journalsearch.php?q=28380&tip=sid&clean=0
Seminars in Plastic Surgery,journal,Q2,40,https://www.scimagojr.com/journalsearch.php?q=19900191853&tip=sid&clean=0
Software-Intensive Cyber-Physical Systems,journal,Q2,34,https://www.scimagojr.com/journalsearch.php?q=21100906916&tip=sid&clean=0
Technical Innovations and Patient Support in Radiation Oncology,journal,Q1,13,https://www.scimagojr.com/journalsearch.php?q=21101021774&tip=sid&clean=0
Urogynecology,journal,Q2,37,https://www.scimagojr.com/journalsearch.php?q=21101123943&tip=sid&clean=0
Advances in Space Research,journal,Q1,114,https://www.scimagojr.com/journalsearch.php?q=12375&tip=sid&clean=0
Anthropocene Review,journal,Q2,35,https://www.scimagojr.com/journalsearch.php?q=21100786533&tip=sid&clean=0
Biochemistry Research International,journal,Q2,48,https://www.scimagojr.com/journalsearch.php?q=19700180557&tip=sid&clean=0
Chemotherapy,journal,Q2,61,https://www.scimagojr.com/journalsearch.php?q=20570&tip=sid&clean=0
Computational Geosciences,journal,Q2,79,https://www.scimagojr.com/journalsearch.php?q=24501&tip=sid&clean=0
Curriculum Studies in Health and Physical Education,journal,Q2,24,https://www.scimagojr.com/journalsearch.php?q=21100910579&tip=sid&clean=0
Ecological Management and Restoration,journal,Q2,50,https://www.scimagojr.com/journalsearch.php?q=20293&tip=sid&clean=0
Endocrine Journal,journal,Q2,83,https://www.scimagojr.com/journalsearch.php?q=26030&tip=sid&clean=0
Informatics,journal,Q1,30,https://www.scimagojr.com/journalsearch.php?q=21100897717&tip=sid&clean=0
International Journal of Urology,journal,Q2,79,https://www.scimagojr.com/journalsearch.php?q=19935&tip=sid&clean=0
Journal of Building Performance Simulation,journal,Q1,52,https://www.scimagojr.com/journalsearch.php?q=18300156719&tip=sid&clean=0
Journal of ECT,journal,Q2,68,https://www.scimagojr.com/journalsearch.php?q=16704&tip=sid&clean=0
Journal of Geographical Systems,journal,Q1,61,https://www.scimagojr.com/journalsearch.php?q=28042&tip=sid&clean=0
Journal of Pathology and Translational Medicine,journal,Q2,35,https://www.scimagojr.com/journalsearch.php?q=21100397712&tip=sid&clean=0
Journal of Statistical Distributions and Applications,journal,Q2,19,https://www.scimagojr.com/journalsearch.php?q=21100901137&tip=sid&clean=0
Journal of Supercritical Fluids,journal,Q2,133,https://www.scimagojr.com/journalsearch.php?q=24064&tip=sid&clean=0
Scandinavian Journal of Primary Health Care,journal,Q2,62,https://www.scimagojr.com/journalsearch.php?q=18831&tip=sid&clean=0
Breast Cancer: Basic and Clinical Research,journal,Q3,35,https://www.scimagojr.com/journalsearch.php?q=19700174965&tip=sid&clean=0
Carbon Management,journal,Q2,46,https://www.scimagojr.com/journalsearch.php?q=19700201458&tip=sid&clean=0
Cerebral Circulation - Cognition and Behavior,journal,Q2,6,https://www.scimagojr.com/journalsearch.php?q=21101082068&tip=sid&clean=0
Communications on Applied Mathematics and Computation,journal,Q2,10,https://www.scimagojr.com/journalsearch.php?q=21101092701&tip=sid&clean=0
Design Science,journal,Q1,25,https://www.scimagojr.com/journalsearch.php?q=21100889860&tip=sid&clean=0
Economics and Politics,journal,Q2,49,https://www.scimagojr.com/journalsearch.php?q=28489&tip=sid&clean=0
Genes to Cells,journal,Q2,124,https://www.scimagojr.com/journalsearch.php?q=22141&tip=sid&clean=0
Herpetologica,journal,Q1,56,https://www.scimagojr.com/journalsearch.php?q=21983&tip=sid&clean=0
Journal of experimental psychology. Animal learning and cognition,journal,Q2,78,https://www.scimagojr.com/journalsearch.php?q=21100370881&tip=sid&clean=0
Journal of Performance of Constructed Facilities,journal,Q2,68,https://www.scimagojr.com/journalsearch.php?q=16300&tip=sid&clean=0
Optical Materials Express,journal,Q2,85,https://www.scimagojr.com/journalsearch.php?q=21100203705&tip=sid&clean=0
Quarterly Review of Economics and Finance,journal,Q2,66,https://www.scimagojr.com/journalsearch.php?q=23633&tip=sid&clean=0
Transactions on Data Privacy,journal,Q2,28,https://www.scimagojr.com/journalsearch.php?q=19700186871&tip=sid&clean=0
4OR,journal,Q2,46,https://www.scimagojr.com/journalsearch.php?q=145295&tip=sid&clean=0
Advanced Theory and Simulations,journal,Q1,39,https://www.scimagojr.com/journalsearch.php?q=21100941752&tip=sid&clean=0
Biochemistry (Moscow),journal,Q2,94,https://www.scimagojr.com/journalsearch.php?q=16869&tip=sid&clean=0
CABI Agriculture and Bioscience,journal,Q1,15,https://www.scimagojr.com/journalsearch.php?q=21101151829&tip=sid&clean=0
Chemical Engineering Research and Design,journal,Q2,125,https://www.scimagojr.com/journalsearch.php?q=16411&tip=sid&clean=0
Communication Research Reports,journal,Q1,46,https://www.scimagojr.com/journalsearch.php?q=5700155425&tip=sid&clean=0
Eurasip Journal on Wireless Communications and Networking,journal,Q2,74,https://www.scimagojr.com/journalsearch.php?q=18202&tip=sid&clean=0
European Journal of Trauma and Emergency Surgery,journal,Q2,49,https://www.scimagojr.com/journalsearch.php?q=5300152611&tip=sid&clean=0
Facies,journal,Q1,64,https://www.scimagojr.com/journalsearch.php?q=22610&tip=sid&clean=0
International Journal of Telemedicine and Applications,journal,Q2,35,https://www.scimagojr.com/journalsearch.php?q=19700174917&tip=sid&clean=0
Javnost,journal,Q1,39,https://www.scimagojr.com/journalsearch.php?q=27635&tip=sid&clean=0
Journal of Material Cycles and Waste Management,journal,Q2,60,https://www.scimagojr.com/journalsearch.php?q=145397&tip=sid&clean=0
